Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
IRCP,IRSA Propiedades Comerciales S.A.,58,$1.83B,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/ircp
PMPT,iSectors Post-MPT Growth ETF,25.69,$12.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pmpt
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,50.69,$537.31M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/slqd
CSJ,iShares 1-3 Year Credit Bond ETF,105.55,$11.74B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/csj
ISHG,iShares 1-3 Year International Treasury Bond ETF,85.9022,$81.61M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,84.71,$11.06B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,129.28,$7.63B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,124.95,$7.5B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,108.72,$7.72B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ief
AIA,iShares Asia 50 ETF,60.8,$468.16M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aia
COMT,iShares Commodities Select Strategy ETF,34.44,$203.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/comt
ISTB,iShares Core 1-5 Year USD Bond ETF,50.43,$1.1B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/istb
IXUS,iShares Core MSCI Total International Stock ETF,60.42,$7.22B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ixus
IUSG,iShares Core S&P U.S. Growth ETF,50.06,$2.68B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusg
IUSV,iShares Core S&P U.S. Value ETF,50.62,$2.39B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusv
IUSB,iShares Core Total USD Bond Market ETF,51.4532,$1.17B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iusb
HEWG,iShares Currency Hedged MSCI Germany ETF,27.335,$806.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hewg
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.24,$10.1M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susb
SUSC,iShares ESG USD Corporate Bond ETF,25.47,$10.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/susc
XT,iShares Exponential Technologies ETF,33.73,$1.27B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/xt
FALN,iShares Fallen Angels USD Bond ETF,27.543,$11.02M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,39.21,$39.21M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,29.73,$564.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ifgl
IGF,iShares Global Infrastructure ETF,46.325,$1.76B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,50.08,$125.2M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,51.94,$10.39M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hyxe
CIU,iShares Intermediate Credit Bond ETF,110.67,$7.34B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ciu
IGOV,iShares International Treasury Bond ETF,50.69,$729.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/igov
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,117.15,$12.09B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emb
MBB,iShares MBS ETF,107.73,$10.9B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mbb
JKI,iShares Morningstar Mid-Cap ETF,145.78,$371.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,47.87,$2.7B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,67.76,$7.6B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,72.22,$4.23B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,17.37,$66.87M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,62.02,$2.59B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mchi
ESGD,iShares MSCI EAFE ESG Optimized ETF,65.23,$123.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgd
SCZ,iShares MSCI EAFE Small-Cap ETF,60.97,$9.15B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/scz
ESGE,iShares MSCI EM ESG Optimized ETF,69.662,$97.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esge
EEMA,iShares MSCI Emerging Markets Asia Index Fund,69.59,$504.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EMXC,iShares MSCI Emerging Markets ex China ETF,51.501,$10.3M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emxc
EUFN,iShares MSCI Europe Financials Sector Index Fund,22.31,$1.65B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,55.06,$165.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ieus
RING,iShares MSCI Global Gold Miners ETF,20.84,$408.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ring
MPCT,iShares MSCI Global Impact ETF,57.0945,$25.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mpct
ENZL,iShares MSCI New Zealand Capped ETF,46.48,$176.62M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar Capped ETF,16.015,$48.85M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qat
TUR,iShares MSCI Turkey ETF,46.63,$429M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tur
UAE,iShares MSCI UAE Capped ETF,17.86,$50.01M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/uae
ESGU,iShares MSCI USA ESG Optimized ETF,54.0229,$10.8M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/esgu
IBB,iShares Nasdaq Biotechnology Index Fund,335.23,$9.87B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,150.33,$1.07B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/soxx
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,24.73,$2.47M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amca
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,34.11,$49.46M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,9.13,$106.82M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,64.58,$282.86M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,35.25,$1.16B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/indy
IJT,iShares S&P Small-Cap 600 Growth ETF,153.15,$4.32B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,92.18,$16.8B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.35,$5.85B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/shv
CRED,iShares U.S. Credit Bond ETF,112.83,$1.55B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cred
PFF,iShares U.S. Preferred Stock ETF,38.84,$18.45B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pff
ISRL,Isramco Inc.,113,$307.1M,1983,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/isrl
ITI,Iteris Inc.,6.39,$208.1M,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/iti
ITRI,Itron Inc.,71.4,$2.76B,1993,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,33.55,$787.6M,2005,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/itrn
ITUS,ITUS Corporation,0.6721,$10.16M,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/itus
IVENC,Ivy NextShares,100.06,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivenc
IVFGC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfgc
IVFVC,Ivy NextShares,99.99,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ivfvc
IXYS,IXYS Corporation,22.95,$748.41M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ixys
IZEA,IZEA Inc.,1.74,$9.93M,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,126.23,$2.37B,1986,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jjsf
MAYS,J. W. Mays Inc.,35.35,$71.26M,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/mays
JBHT,J.B. Hunt Transport Services Inc.,100.74,$11.02B,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/jbht
JCOM,j2 Global Inc.,73.19,$3.54B,1999,Technology,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcom
JASO,JA Solar Holdings Co. Ltd.,7.4,$352.02M,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/jaso
JKHY,Jack Henry & Associates Inc.,101.8,$7.88B,1985,Technology,EDP Services,http://www.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,91.49,$2.69B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jack
JXSB,Jacksonville Bancorp Inc.,30.1999,$54.75M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/jxsb
JAGX,Jaguar Health Inc.,0.44,$29.79M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jagx
JAKK,JAKKS Pacific Inc.,3.05,$82.31M,1996,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jakk
JMBA,Jamba Inc.,9.64,$147.78M,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/jmba
JRVR,James River Group Holdings Ltd.,37.83,$1.12B,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/jrvr
SGQI,Janus Henderson SG Global Quality Income ETF,28.24,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sgqi
JSML,Janus Henderson Small Cap Growth Alpha ETF,33.5,$6.77M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,34.0901,$12M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/jsmd
JASN,Jason Industries Inc.,1.19,$30.9M,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasn
JASNW,Jason Industries Inc.,0.05,n/a,2013,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/jasnw
JAZZ,Jazz Pharmaceuticals plc,150.79,$9.06B,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jazz
JD,JD.com Inc.,41.83,$59.54B,2014,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/jd
JSYN,Jensyn Acquistion Corp.,10.2,$52.73M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsyn
JSYNR,Jensyn Acquistion Corp.,0.3,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynr
JSYNU,Jensyn Acquistion Corp.,10.6282,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynu
JSYNW,Jensyn Acquistion Corp.,0.17,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/jsynw
JBLU,JetBlue Airways Corporation,18.25,$6B,2002,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/jblu
JTPY,JetPay Corporation,1.95,$30.56M,2011,Finance,Business Services,http://www.nasdaq.com/symbol/jtpy
JCTCF,Jewett-Cameron Trading Company,13.98,$31.39M,n/a,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/jctcf
WYIG,JM Global Holding Company,10.2,$57.11M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyig
WYIGU,JM Global Holding Company,10.3,$57.67M,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigu
WYIGW,JM Global Holding Company,0.27,n/a,2015,Finance,Business Services,http://www.nasdaq.com/symbol/wyigw
JMU,JMU Limited,1.73,$141.83M,2015,Technology,EDP Services,http://www.nasdaq.com/symbol/jmu
JBSS,John B. Sanfilippo & Son Inc.,63.68,$719.42M,1991,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,63.32,$632.96M,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/jout
JNCE,Jounce Therapeutics Inc.,15.32,$493.22M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/jnce
JNP,Juniper Pharmaceuticals Inc.,4.5,$48.8M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/jnp
JUNO,Juno Therapeutics Inc.,42.61,$4.53B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/juno
KTWO,K2M Group Holdings Inc.,21.92,$949.12M,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ktwo
KALU,Kaiser Aluminum Corporation,98.91,$1.67B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/kalu
KALA,Kala Pharmaceuticals Inc.,25.75,$623.85M,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kala
KALV,KalVista Pharmaceuticals Inc.,8.2,$79.65M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,4.55,$183.16M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmda
KNDI,Kandi Technologies Group Inc.,3.95,$189.69M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/kndi
KPTI,Karyopharm Therapeutics Inc.,10.55,$497.31M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
KAAC,Kayne Anderson Acquisition Corp.,9.75,$459.86M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaac
KAACU,Kayne Anderson Acquisition Corp.,10,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacu
KAACW,Kayne Anderson Acquisition Corp.,0.9,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kaacw
KBLM,KBL Merger Corp. IV,9.73,$144.76M,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.34,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.18,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.22,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,1.97,$3.49M,2013,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kbsf
KCAP,KCAP Financial Inc.,3.37,$125.31M,2006,n/a,n/a,http://www.nasdaq.com/symbol/kcap
KCAPL,KCAP Financial Inc.,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kcapl
KRNY,Kearny Financial,13.6,$1.13B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/krny
KELYA,Kelly Services Inc.,22,$842.79M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelya
KELYB,Kelly Services Inc.,20.95,$802.57M,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/kelyb
KMPH,KemPharm Inc.,3.2,$46.9M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,9.5701,$80.81M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/kffb
KERX,Keryx Biopharmaceuticals Inc.,7.77,$922.69M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
KEQU,Kewaunee Scientific Corporation,26.85,$72.84M,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kequ
KTEC,Key Technology Inc.,15.31,$99.31M,1993,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ktec
KTCC,Key Tronic Corporation,6.86,$73.81M,1983,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/ktcc
KFRC,Kforce Inc.,18.05,$482.43M,1995,Technology,Professional Services,http://www.nasdaq.com/symbol/kfrc
KE,Kimball Electronics Inc.,19.25,$516.18M,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
KBAL,Kimball International Inc.,16.95,$635.36M,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/kbal
KIN,Kindred Biosciences Inc.,7.55,$212.55M,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,1.82,$120.15M,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/kgji
KINS,Kingstone Companies Inc,14.05,$149.36M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/kins
KONE,Kingtone Wirelessinfo Solution Holding Ltd,3.38,$4.75M,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/kone
KNSL,Kinsale Capital Group Inc.,35.65,$747.53M,2016,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/knsl
KIRK,Kirkland&#39;s Inc.,11.45,$182.24M,2002,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/kirk
KITE,Kite Pharma Inc.,178.5,$10.24B,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/kite
KTOV,Kitov Pharmaceuticals Holdings Ltd.,1.903,$15.66M,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0.62,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ktovw
KLAC,KLA-Tencor Corporation,95.32,$14.95B,1980,Capital Goods,Electronic Components,http://www.nasdaq.com/symbol/klac
KLXI,KLX Inc.,47.2,$2.43B,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/klxi
KONA,Kona Grill Inc.,3.25,$32.83M,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/kona
KOPN,Kopin Corporation,4.04,$303.63M,1992,Technology,Semiconductors,http://www.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,16.75,$563.06M,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.47,$10.85M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/koss
KWEB,KraneShares CSI China Internet ETF,57.1,$194.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/kweb
KTOS,Kratos Defense & Security Solutions Inc.,12.83,$1.12B,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ktos
KLIC,Kulicke and Soffa Industries Inc.,18.87,$1.34B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/klic
KURA,Kura Oncology Inc.,6.85,$146.42M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kura
KVHI,KVH Industries Inc.,11.1,$189.68M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,18.85,$194.95M,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,31.95,$706.84M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/ljpc
LSBK,Lake Shore Bancorp Inc.,15.8,$96.42M,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/lsbk
LBAI,Lakeland Bancorp Inc.,17.65,$835.78M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,41.61,$1.05B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lkfn
LAKE,Lakeland Industries Inc.,13.55,$108.84M,1986,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,168.59,$27.39B,1984,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,65.09,$6.38B,1996,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/lamr
LANC,Lancaster Colony Corporation,117.25,$3.22B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lanc
LCA,Landcadia Holdings Inc.,10.04,$313.75M,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lca
LCAHU,Landcadia Holdings Inc.,10.74,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahu
LCAHW,Landcadia Holdings Inc.,0.78,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/lcahw
LNDC,Landec Corporation,12.3,$338.33M,1996,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/lndc
LARK,Landmark Bancorp Inc.,29.15,$112.92M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lark
LMRK,Landmark Infrastructure Partners LP,16.65,$381.03M,2014,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrk
LMRKO,Landmark Infrastructure Partners LP,24.976,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.16,n/a,n/a,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/lmrkp
LE,Lands&#39; End Inc.,11.9,$381.93M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
LSTR,Landstar System Inc.,93.3,$3.91B,1993,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/lstr
LNTH,Lantheus Holdings Inc.,16.4,$612.55M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/lnth
LTRX,Lantronix Inc.,1.87,$33.36M,2000,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/ltrx
LSCC,Lattice Semiconductor Corporation,5.66,$696.02M,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/lscc
LAUR,Laureate Education Inc.,14.58,$2.73B,2017,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/laur
LAWS,Lawson Products Inc.,23.45,$208.1M,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/laws
LAYN,Layne Christensen Company,10.97,$217.82M,1992,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/layn
LCNB,LCNB Corporation,18.45,$184.65M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lcnb
LBIX,Leading Brands Inc,0.92,$2.58M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/lbix
